id,treadmill,speed,terrain,trial,n.stride.intervals.left,n.stride.intervals.right,n.stride.intervals.diff
H1002,SP,0p25,NaN,1,71,71,0
H1002,SP,0p25,NaN,2,74,76,-2
H1002,SP,0p5,NaN,1,98,99,-1
H1002,SP,0p5,NaN,2,98,97,1
H1002,SP,0p75,NaN,1,122,122,0
H1002,SP,0p75,NaN,2,123,124,-1
H1002,SP,1p0,NaN,1,140,141,-1
H1002,SP,1p0,NaN,2,144,145,-1
H1002,TM,NaN,flat,1,132,132,0
H1002,TM,NaN,flat,2,133,132,1
H1002,TM,NaN,high,1,129,130,-1
H1002,TM,NaN,high,2,132,130,2
H1002,TM,NaN,low,1,129,129,0
H1002,TM,NaN,low,2,131,131,0
H1002,TM,NaN,med,1,127,128,-1
H1002,TM,NaN,med,2,130,129,1
H1004,SP,0p25,NaN,1,76,75,1
H1004,SP,0p25,NaN,2,75,72,3
H1004,SP,0p5,NaN,1,109,109,0
H1004,SP,0p5,NaN,2,106,107,-1
H1004,SP,0p75,NaN,1,127,128,-1
H1004,SP,0p75,NaN,2,129,129,0
H1004,SP,1p0,NaN,1,144,144,0
H1004,SP,1p0,NaN,2,146,147,-1
H1004,TM,NaN,flat,1,138,139,-1
H1004,TM,NaN,flat,2,140,139,1
H1004,TM,NaN,high,1,146,146,0
H1004,TM,NaN,high,2,136,136,0
H1004,TM,NaN,low,1,132,132,0
H1004,TM,NaN,low,2,134,133,1
H1004,TM,NaN,med,1,137,138,-1
H1004,TM,NaN,med,2,136,137,-1
H1007,SP,0p25,NaN,1,66,62,4
H1007,SP,0p25,NaN,2,68,68,0
H1007,SP,0p5,NaN,1,92,91,1
H1007,SP,0p5,NaN,2,95,95,0
H1007,SP,0p75,NaN,1,120,118,2
H1007,SP,0p75,NaN,2,118,119,-1
H1007,SP,1p0,NaN,1,143,144,-1
H1007,SP,1p0,NaN,2,143,144,-1
H1007,TM,NaN,flat,1,134,136,-2
H1007,TM,NaN,flat,2,136,136,0
H1007,TM,NaN,high,1,125,123,2
H1007,TM,NaN,high,2,131,129,2
H1007,TM,NaN,low,1,133,132,1
H1007,TM,NaN,low,2,128,128,0
H1007,TM,NaN,med,1,126,127,-1
H1007,TM,NaN,med,2,129,129,0
H1009,SP,0p25,NaN,1,69,69,0
H1009,SP,0p25,NaN,2,70,71,-1
H1009,SP,0p5,NaN,1,104,105,-1
H1009,SP,0p5,NaN,2,104,105,-1
H1009,SP,0p75,NaN,1,129,129,0
H1009,SP,0p75,NaN,2,132,132,0
H1009,SP,1p0,NaN,1,149,150,-1
H1009,SP,1p0,NaN,2,149,148,1
H1009,TM,NaN,flat,1,123,124,-1
H1009,TM,NaN,flat,2,124,126,-2
H1009,TM,NaN,high,1,131,132,-1
H1009,TM,NaN,high,2,129,130,-1
H1009,TM,NaN,low,1,123,123,0
H1009,TM,NaN,low,2,123,123,0
H1009,TM,NaN,med,1,124,124,0
H1009,TM,NaN,med,2,125,125,0
H1010,SP,0p25,NaN,1,56,57,-1
H1010,SP,0p25,NaN,2,55,57,-2
H1010,SP,0p5,NaN,1,95,94,1
H1010,SP,0p5,NaN,2,95,96,-1
H1010,SP,0p75,NaN,1,124,125,-1
H1010,SP,0p75,NaN,2,135,134,1
H1010,SP,1p0,NaN,1,155,154,1
H1010,SP,1p0,NaN,2,153,153,0
H1010,TM,NaN,flat,1,138,138,0
H1010,TM,NaN,flat,2,142,141,1
H1010,TM,NaN,high,1,140,139,1
H1010,TM,NaN,high,2,139,139,0
H1010,TM,NaN,low,1,131,132,-1
H1010,TM,NaN,low,2,131,132,-1
H1010,TM,NaN,med,1,130,132,-2
H1010,TM,NaN,med,2,130,130,0
H1011,SP,0p25,NaN,1,56,58,-2
H1011,SP,0p25,NaN,2,60,60,0
H1011,SP,0p5,NaN,1,100,100,0
H1011,SP,0p5,NaN,2,94,93,1
H1011,SP,0p75,NaN,1,117,118,-1
H1011,SP,0p75,NaN,2,120,119,1
H1011,SP,1p0,NaN,1,139,139,0
H1011,SP,1p0,NaN,2,140,139,1
H1011,TM,NaN,flat,1,154,154,0
H1011,TM,NaN,flat,2,153,153,0
H1011,TM,NaN,high,1,167,170,-3
H1011,TM,NaN,high,2,172,172,0
H1011,TM,NaN,low,1,151,151,0
H1011,TM,NaN,low,2,153,152,1
H1011,TM,NaN,med,1,161,161,0
H1011,TM,NaN,med,2,155,154,1
H1012,SP,0p25,NaN,1,66,70,-4
H1012,SP,0p25,NaN,2,71,72,-1
H1012,SP,0p5,NaN,1,104,104,0
H1012,SP,0p5,NaN,2,100,101,-1
H1012,SP,0p75,NaN,1,129,130,-1
H1012,SP,0p75,NaN,2,125,125,0
H1012,SP,1p0,NaN,1,147,148,-1
H1012,SP,1p0,NaN,2,145,144,1
H1012,TM,NaN,flat,1,119,118,1
H1012,TM,NaN,flat,2,118,118,0
H1012,TM,NaN,high,1,143,143,0
H1012,TM,NaN,high,2,140,138,2
H1012,TM,NaN,low,1,124,124,0
H1012,TM,NaN,low,2,120,121,-1
H1012,TM,NaN,med,1,150,150,0
H1012,TM,NaN,med,2,128,129,-1
H1013,SP,0p25,NaN,1,76,77,-1
H1013,SP,0p25,NaN,2,59,56,3
H1013,SP,0p5,NaN,1,94,93,1
H1013,SP,0p5,NaN,2,96,97,-1
H1013,SP,0p75,NaN,1,122,122,0
H1013,SP,0p75,NaN,2,123,121,2
H1013,SP,1p0,NaN,1,146,145,1
H1013,SP,1p0,NaN,2,145,144,1
H1013,TM,NaN,flat,1,137,137,0
H1013,TM,NaN,flat,2,138,135,3
H1013,TM,NaN,high,1,179,180,-1
H1013,TM,NaN,high,2,150,148,2
H1013,TM,NaN,low,1,133,131,2
H1013,TM,NaN,low,2,137,138,-1
H1013,TM,NaN,med,1,141,137,4
H1013,TM,NaN,med,2,146,144,2
H1017,SP,0p25,NaN,1,59,60,-1
H1017,SP,0p25,NaN,2,61,62,-1
H1017,SP,0p5,NaN,1,99,99,0
H1017,SP,0p5,NaN,2,97,97,0
H1017,SP,0p75,NaN,1,121,120,1
H1017,SP,0p75,NaN,2,121,122,-1
H1017,SP,1p0,NaN,1,144,144,0
H1017,SP,1p0,NaN,2,143,144,-1
H1017,TM,NaN,flat,1,117,117,0
H1017,TM,NaN,flat,2,118,119,-1
H1017,TM,NaN,high,1,121,118,3
H1017,TM,NaN,high,2,119,120,-1
H1017,TM,NaN,low,1,114,112,2
H1017,TM,NaN,low,2,114,112,2
H1017,TM,NaN,med,1,118,117,1
H1017,TM,NaN,med,2,117,116,1
H1018,SP,0p25,NaN,1,63,63,0
H1018,SP,0p25,NaN,2,63,63,0
H1018,SP,0p5,NaN,1,90,90,0
H1018,SP,0p5,NaN,2,92,90,2
H1018,SP,0p75,NaN,1,124,124,0
H1018,SP,0p75,NaN,2,126,126,0
H1018,SP,1p0,NaN,1,147,147,0
H1018,SP,1p0,NaN,2,148,147,1
H1018,TM,NaN,flat,1,124,124,0
H1018,TM,NaN,flat,2,126,126,0
H1018,TM,NaN,high,1,143,144,-1
H1018,TM,NaN,high,2,146,146,0
H1018,TM,NaN,low,1,133,133,0
H1018,TM,NaN,low,2,134,133,1
H1018,TM,NaN,med,1,137,136,1
H1018,TM,NaN,med,2,140,141,-1
H1019,SP,0p25,NaN,1,67,65,2
H1019,SP,0p25,NaN,2,66,65,1
H1019,SP,0p5,NaN,1,118,117,1
H1019,SP,0p5,NaN,2,112,113,-1
H1019,SP,0p75,NaN,1,135,134,1
H1019,SP,0p75,NaN,2,134,134,0
H1019,SP,1p0,NaN,1,154,155,-1
H1019,SP,1p0,NaN,2,153,153,0
H1019,TM,NaN,flat,1,108,107,1
H1019,TM,NaN,flat,2,109,108,1
H1019,TM,NaN,high,1,109,107,2
H1019,TM,NaN,high,2,109,109,0
H1019,TM,NaN,low,1,109,107,2
H1019,TM,NaN,low,2,109,109,0
H1019,TM,NaN,med,1,108,106,2
H1019,TM,NaN,med,2,107,107,0
H1020,SP,0p25,NaN,1,56,53,3
H1020,SP,0p25,NaN,2,56,55,1
H1020,SP,0p5,NaN,1,92,92,0
H1020,SP,0p5,NaN,2,87,87,0
H1020,SP,0p75,NaN,1,116,116,0
H1020,SP,0p75,NaN,2,115,116,-1
H1020,SP,1p0,NaN,1,138,138,0
H1020,SP,1p0,NaN,2,140,141,-1
H1020,TM,NaN,flat,1,120,119,1
H1020,TM,NaN,flat,2,120,119,1
H1020,TM,NaN,high,1,115,115,0
H1020,TM,NaN,high,2,117,116,1
H1020,TM,NaN,low,1,116,117,-1
H1020,TM,NaN,low,2,115,116,-1
H1020,TM,NaN,med,1,112,111,1
H1020,TM,NaN,med,2,114,113,1
H1022,SP,0p25,NaN,1,22,49,-27
H1022,SP,0p25,NaN,2,46,46,0
H1022,SP,0p5,NaN,1,84,85,-1
H1022,SP,0p5,NaN,2,88,87,1
H1022,SP,0p75,NaN,1,118,117,1
H1022,SP,0p75,NaN,2,87,116,-29
H1022,SP,1p0,NaN,1,137,137,0
H1022,SP,1p0,NaN,2,137,138,-1
H1022,TM,NaN,flat,1,102,102,0
H1022,TM,NaN,flat,2,102,102,0
H1022,TM,NaN,high,1,108,108,0
H1022,TM,NaN,high,2,101,102,-1
H1022,TM,NaN,low,1,96,97,-1
H1022,TM,NaN,low,2,98,99,-1
H1022,TM,NaN,med,1,101,100,1
H1022,TM,NaN,med,2,98,100,-2
H1024,SP,0p25,NaN,1,74,73,1
H1024,SP,0p25,NaN,2,73,75,-2
H1024,SP,0p5,NaN,1,100,96,4
H1024,SP,0p5,NaN,2,100,99,1
H1024,SP,0p75,NaN,1,132,133,-1
H1024,SP,0p75,NaN,2,126,125,1
H1024,SP,1p0,NaN,1,143,144,-1
H1024,SP,1p0,NaN,2,142,142,0
H1024,TM,NaN,flat,1,115,114,1
H1024,TM,NaN,flat,2,115,115,0
H1024,TM,NaN,high,1,121,121,0
H1024,TM,NaN,high,2,121,120,1
H1024,TM,NaN,low,1,118,117,1
H1024,TM,NaN,low,2,116,116,0
H1024,TM,NaN,med,1,125,124,1
H1024,TM,NaN,med,2,118,119,-1
H1025,SP,0p25,NaN,1,70,69,1
H1025,SP,0p25,NaN,2,70,70,0
H1025,SP,0p5,NaN,1,105,106,-1
H1025,SP,0p5,NaN,2,108,108,0
H1025,SP,0p75,NaN,1,125,126,-1
H1025,SP,0p75,NaN,2,128,128,0
H1025,SP,1p0,NaN,1,145,147,-2
H1025,SP,1p0,NaN,2,148,148,0
H1025,TM,NaN,flat,1,120,120,0
H1025,TM,NaN,flat,2,120,120,0
H1025,TM,NaN,high,1,118,119,-1
H1025,TM,NaN,high,2,115,116,-1
H1025,TM,NaN,low,1,115,114,1
H1025,TM,NaN,low,2,112,112,0
H1025,TM,NaN,med,1,113,116,-3
H1025,TM,NaN,med,2,114,115,-1
H1026,SP,0p25,NaN,1,70,72,-2
H1026,SP,0p25,NaN,2,72,72,0
H1026,SP,0p5,NaN,1,107,107,0
H1026,SP,0p5,NaN,2,109,109,0
H1026,SP,0p75,NaN,1,130,130,0
H1026,SP,0p75,NaN,2,131,133,-2
H1026,SP,1p0,NaN,1,150,151,-1
H1026,SP,1p0,NaN,2,150,150,0
H1026,TM,NaN,flat,1,148,147,1
H1026,TM,NaN,flat,2,149,148,1
H1026,TM,NaN,high,1,151,150,1
H1026,TM,NaN,high,2,151,152,-1
H1026,TM,NaN,low,1,143,143,0
H1026,TM,NaN,low,2,146,147,-1
H1026,TM,NaN,med,1,146,148,-2
H1026,TM,NaN,med,2,148,147,1
H1027,SP,0p25,NaN,1,66,66,0
H1027,SP,0p25,NaN,2,58,57,1
H1027,SP,0p5,NaN,1,109,109,0
H1027,SP,0p5,NaN,2,116,116,0
H1027,SP,0p75,NaN,1,137,137,0
H1027,SP,0p75,NaN,2,136,136,0
H1027,SP,1p0,NaN,1,153,152,1
H1027,SP,1p0,NaN,2,151,151,0
H1027,TM,NaN,flat,1,148,148,0
H1027,TM,NaN,flat,2,149,149,0
H1027,TM,NaN,high,1,165,165,0
H1027,TM,NaN,high,2,161,161,0
H1027,TM,NaN,low,1,152,152,0
H1027,TM,NaN,low,2,153,153,0
H1027,TM,NaN,med,1,152,153,-1
H1027,TM,NaN,med,2,156,156,0
H1029,SP,0p25,NaN,1,76,75,1
H1029,SP,0p25,NaN,2,74,79,-5
H1029,SP,0p5,NaN,1,112,114,-2
H1029,SP,0p5,NaN,2,114,114,0
H1029,SP,0p75,NaN,1,140,141,-1
H1029,SP,0p75,NaN,2,141,141,0
H1029,SP,1p0,NaN,1,155,154,1
H1029,SP,1p0,NaN,2,154,155,-1
H1029,TM,NaN,flat,1,112,114,-2
H1029,TM,NaN,flat,2,114,114,0
H1029,TM,NaN,high,1,114,114,0
H1029,TM,NaN,high,2,113,113,0
H1029,TM,NaN,low,1,106,108,-2
H1029,TM,NaN,low,2,107,109,-2
H1029,TM,NaN,med,1,113,114,-1
H1029,TM,NaN,med,2,113,114,-1
H1030,SP,0p25,NaN,1,64,65,-1
H1030,SP,0p25,NaN,2,58,62,-4
H1030,SP,0p5,NaN,1,104,102,2
H1030,SP,0p5,NaN,2,98,98,0
H1030,SP,0p75,NaN,1,126,126,0
H1030,SP,0p75,NaN,2,126,124,2
H1030,SP,1p0,NaN,1,145,134,11
H1030,SP,1p0,NaN,2,145,140,5
H1030,TM,NaN,flat,1,119,118,1
H1030,TM,NaN,flat,2,119,118,1
H1030,TM,NaN,high,1,122,121,1
H1030,TM,NaN,high,2,117,117,0
H1030,TM,NaN,low,1,116,116,0
H1030,TM,NaN,low,2,110,109,1
H1030,TM,NaN,med,1,109,109,0
H1030,TM,NaN,med,2,106,109,-3
H1031,SP,0p25,NaN,1,65,66,-1
H1031,SP,0p25,NaN,2,64,63,1
H1031,SP,0p5,NaN,1,95,92,3
H1031,SP,0p5,NaN,2,96,95,1
H1031,SP,0p75,NaN,1,111,113,-2
H1031,SP,0p75,NaN,2,117,118,-1
H1031,SP,1p0,NaN,1,130,132,-2
H1031,SP,1p0,NaN,2,134,132,2
H1031,TM,NaN,flat,1,95,95,0
H1031,TM,NaN,flat,2,101,101,0
H1031,TM,NaN,high,1,100,97,3
H1031,TM,NaN,high,2,98,98,0
H1031,TM,NaN,low,1,95,93,2
H1031,TM,NaN,low,2,101,101,0
H1031,TM,NaN,med,1,106,106,0
H1031,TM,NaN,med,2,103,103,0
H1032,SP,0p25,NaN,1,61,61,0
H1032,SP,0p25,NaN,2,60,55,5
H1032,SP,0p5,NaN,1,95,92,3
H1032,SP,0p5,NaN,2,98,95,3
H1032,SP,0p75,NaN,1,117,116,1
H1032,SP,0p75,NaN,2,119,118,1
H1032,SP,1p0,NaN,1,137,136,1
H1032,SP,1p0,NaN,2,136,125,11
H1032,TM,NaN,flat,1,110,110,0
H1032,TM,NaN,flat,2,107,107,0
H1032,TM,NaN,high,1,113,112,1
H1032,TM,NaN,high,2,111,110,1
H1032,TM,NaN,low,1,107,105,2
H1032,TM,NaN,low,2,106,105,1
H1032,TM,NaN,med,1,107,104,3
H1032,TM,NaN,med,2,107,107,0
H1033,SP,0p25,NaN,1,51,53,-2
H1033,SP,0p25,NaN,2,51,55,-4
H1033,SP,0p5,NaN,1,92,92,0
H1033,SP,0p5,NaN,2,90,90,0
H1033,SP,0p75,NaN,1,116,117,-1
H1033,SP,0p75,NaN,2,118,118,0
H1033,SP,1p0,NaN,1,148,148,0
H1033,SP,1p0,NaN,2,148,148,0
H1033,TM,NaN,flat,1,99,98,1
H1033,TM,NaN,flat,2,86,87,-1
