id.condition,strides,drops,strides.cut,strides.new.length,h.original,h.random,h.contiguous
S176_G02_D01_B01_T01,225,0.04,9,216,0.80792260252584,0.817020889203084,0.81250265110424
S176_G02_D01_B01_T02,226,0.04,9,217,0.697518691886699,0.694186127713123,0.698845762692248
S176_G02_D01_B01_T03,227,0.04,9,218,0.93807464188158,0.961272460200146,0.951834725926476
S176_G02_D01_B02_T01,226,0.04,9,217,0.544612543047045,0.565634995718147,0.560614157274006
S176_G02_D01_B02_T02,226,0.04,9,217,0.599811347962181,0.610180112488736,0.609251812524397
S176_G02_D01_B02_T03,226,0.04,9,217,0.746478960819988,0.73757618975693,0.756319943608083
S176_G02_D01_B03_T01,227,0.04,9,218,0.751892876698536,0.7291893479593,0.76747500706974
S176_G02_D01_B03_T02,227,0.04,9,218,0.817241050376781,0.820986309630784,0.805859449181575
S176_G02_D01_B03_T03,226,0.04,9,217,0.636219710859675,0.643028698226464,0.639355875037942
S176_G02_D02_B01_T01,228,0.04,9,219,0.622359066685996,0.638106552161376,0.646249697930412
S176_G02_D02_B01_T02,229,0.04,9,220,0.622927721424892,0.635237007281964,0.623792764670023
S176_G02_D02_B01_T03,229,0.04,9,220,0.566553282610656,0.579936011500597,0.572983199039458
S176_G02_D02_B02_T01,229,0.04,9,220,0.65345307280538,0.662723792888898,0.661336746357695
S176_G02_D02_B02_T02,229,0.04,9,220,0.664147130647811,0.673894701783447,0.68335188175305
S176_G02_D02_B02_T03,230,0.04,9,221,0.656793272957013,0.660958847003951,0.65215602820288
S176_G02_D02_B03_T01,229,0.04,9,220,0.645337790850865,0.671417676662484,0.643900684537273
S176_G02_D02_B03_T02,230,0.04,9,221,0.85382411735116,0.87263366906497,0.851138883911203
S176_G02_D02_B03_T03,229,0.04,9,220,0.843100508724433,0.854559783491827,0.85805822605552
S177_G02_D01_B01_T01,217,0.04,8,209,0.965911476504907,0.968528240814366,0.968189786345875
S177_G02_D01_B01_T02,221,0.04,8,213,0.977423950305603,0.944917830120696,0.982659144516717
S177_G02_D01_B01_T03,222,0.04,8,214,0.939707999012161,0.940993298958981,0.9554686944368
S177_G02_D01_B02_T01,223,0.04,8,215,0.857467494319629,0.87273307015722,0.852681365420745
S177_G02_D01_B02_T02,226,0.04,9,217,0.813129373852284,0.826327276381969,0.814262798187568
S177_G02_D01_B02_T03,225,0.04,9,216,0.826793990279356,0.80157444185724,0.821449819215061
S177_G02_D01_B03_T01,226,0.04,9,217,0.869400909833983,0.851490101258727,0.850571186051305
S177_G02_D01_B03_T02,223,0.04,8,215,0.727857345439361,0.758016369706966,0.751321528849491
S177_G02_D01_B03_T03,227,0.04,9,218,0.763172630927686,0.767711345028795,0.806304969068901
S177_G02_D02_B01_T01,229,0.04,9,220,0.745313924158284,0.75413241365378,0.743210317464741
S177_G02_D02_B01_T02,230,0.04,9,221,0.80574010327341,0.807244839879912,0.804761872721614
S177_G02_D02_B01_T03,228,0.04,9,219,0.747594948486979,0.742545791722411,0.744508750215647
S177_G02_D02_B02_T01,229,0.04,9,220,0.724843310437019,0.714241563766489,0.717493932278356
S177_G02_D02_B02_T02,226,0.04,9,217,0.7622781832882,0.779062478527485,0.765707707327518
S177_G02_D02_B02_T03,227,0.04,9,218,0.792476029238176,0.795234176021287,0.78952568873067
S177_G02_D02_B03_T01,227,0.04,9,218,0.811850590813766,0.811740055721011,0.817305723128194
S177_G02_D02_B03_T02,226,0.04,9,217,0.725904371204697,0.742992751807899,0.712850333736139
S177_G02_D02_B03_T03,228,0.04,9,219,0.838886913665465,0.823153785092899,0.842828199271884
S178_G02_D01_B01_T01,223,0.04,8,215,0.853394502846891,0.755372297400024,0.851824346203193
S178_G02_D01_B01_T02,229,0.04,9,220,0.821153242957921,0.844166445903635,0.831417799225466
S178_G02_D01_B01_T03,231,0.04,9,222,0.898578951418939,0.904545229997994,0.913411229302558
S178_G02_D01_B02_T01,233,0.04,9,224,0.870410630488219,0.863512981009216,0.881424541052826
S178_G02_D01_B02_T02,230,0.04,9,221,0.805969915959025,0.809444219518867,0.806824900124059
S178_G02_D01_B02_T03,233,0.04,9,224,0.790850410326245,0.774578760570454,0.790498894157353
S178_G02_D01_B03_T01,234,0.04,9,225,0.718760444586873,0.720753486909674,0.738335604993008
S178_G02_D01_B03_T02,235,0.04,9,226,0.80110189188095,0.810103286543026,0.796176690681071
S178_G02_D01_B03_T03,235,0.04,9,226,0.912477157856782,0.849350644830941,0.93173768352879
S178_G02_D02_B01_T01,230,0.04,9,221,0.792308226401273,0.809101888737736,0.785270800555377
S178_G02_D02_B01_T02,235,0.04,9,226,0.810259947943743,0.818571161445762,0.802390646165601
S178_G02_D02_B01_T03,235,0.04,9,226,0.735427533999484,0.722037278343027,0.738515022361199
S178_G02_D02_B02_T01,235,0.04,9,226,0.866203971523982,0.85785503867907,0.893547928417612
S178_G02_D02_B02_T02,235,0.04,9,226,0.817441649672055,0.710097908243628,0.844850243532891
S178_G02_D02_B02_T03,236,0.04,9,227,0.755564672833835,0.759328183892489,0.767651882365022
S178_G02_D02_B03_T01,235,0.04,9,226,0.676391071753941,0.674790015214859,0.670633203186685
S178_G02_D02_B03_T02,235,0.04,9,226,0.9141631159132,0.918507711843129,0.909103077496498
S178_G02_D02_B03_T03,237,0.04,9,228,0.86401922483744,0.859974798456742,0.86432113433566
S179_G02_D01_B01_T01,219,0.04,8,211,0.810060705659968,0.813031781489059,0.812390182270101
S179_G02_D01_B01_T02,217,0.04,8,209,0.946797272456621,0.942274917315016,0.951289649262363
S179_G02_D01_B01_T03,216,0.04,8,208,0.837584139871955,0.835840759316311,0.830736168167308
S179_G02_D01_B02_T01,217,0.04,8,209,0.898866999416488,0.912147239083561,0.909773525292774
S179_G02_D01_B02_T02,217,0.04,8,209,0.961492302104358,0.958791446766622,0.963801545765997
S179_G02_D01_B02_T03,216,0.04,8,208,0.931425836709725,0.927663979625016,0.933640937233941
S179_G02_D01_B03_T01,217,0.04,8,209,0.922244394505624,0.919225838145451,0.918974135749018
S179_G02_D01_B03_T02,217,0.04,8,209,0.982963261482272,0.985119710296504,0.985424130730726
S179_G02_D01_B03_T03,218,0.04,8,210,0.935945093496651,0.933592062977694,0.938916869673801
S179_G02_D02_B01_T01,223,0.04,8,215,0.939266529246482,0.949590231696694,0.978361743773671
S179_G02_D02_B01_T02,218,0.04,8,210,0.960272288817235,0.963723388874646,0.948079800753929
S179_G02_D02_B01_T03,218,0.04,8,210,0.95748522700042,0.960131889712188,0.962372736741204
S179_G02_D02_B02_T01,220,0.04,8,212,0.93772564176072,0.940170275667841,0.937770626227158
S179_G02_D02_B02_T02,218,0.04,8,210,0.894771725536112,0.909251245957102,0.900524905442749
S179_G02_D02_B02_T03,215,0.04,8,207,0.950926646827652,0.946141993911138,0.959339478183854
S179_G02_D02_B03_T01,217,0.04,8,209,0.950625446042628,0.958059063013698,0.959242300359758
S179_G02_D02_B03_T02,215,0.04,8,207,0.972921526967475,0.971981742131507,0.974333479306971
S179_G02_D02_B03_T03,216,0.04,8,208,0.968642305531206,0.970595079467255,0.969211772153351
S180_G02_D01_B01_T01,220,0.04,8,212,0.662012084042665,0.654540695678946,0.670672761466049
S180_G02_D01_B01_T02,224,0.04,8,216,0.606350056281639,0.633461314516572,0.593990397414184
S180_G02_D01_B01_T03,225,0.04,9,216,0.65170122905234,0.660395879165638,0.659887478060916
S180_G02_D01_B02_T01,226,0.04,9,217,0.62126183598513,0.636310040887734,0.617037073465099
S180_G02_D01_B02_T02,226,0.04,9,217,0.628724971209397,0.631611686466832,0.631858024020547
S180_G02_D01_B02_T03,229,0.04,9,220,0.571617479895817,0.573694845611877,0.574352600703344
S180_G02_D01_B03_T01,231,0.04,9,222,0.655280406364501,0.6592335653568,0.660163930581104
S180_G02_D01_B03_T02,230,0.04,9,221,0.656032184228331,0.656133935924744,0.659420231582988
S180_G02_D01_B03_T03,230,0.04,9,221,0.583258195930401,0.575329674077527,0.577892259702917
S180_G02_D02_B01_T01,229,0.04,9,220,0.592994909579861,0.587697929055149,0.603209729052344
S180_G02_D02_B01_T02,231,0.04,9,222,0.559290268474529,0.550484268132117,0.557497174825051
S180_G02_D02_B01_T03,232,0.04,9,223,0.628828627369207,0.635221829201301,0.625514582684743
S180_G02_D02_B02_T01,235,0.04,9,226,0.717196613382731,0.70815980025582,0.712509346954068
S180_G02_D02_B02_T02,235,0.04,9,226,0.679430566057964,0.672116906579693,0.679439485155455
S180_G02_D02_B02_T03,236,0.04,9,227,0.737472276136719,0.741741398990845,0.762809818102801
S180_G02_D02_B03_T01,233,0.04,9,224,0.535583283640988,0.541253423273799,0.53234679727568
S180_G02_D02_B03_T02,234,0.04,9,225,0.530619053024444,0.560060667603333,0.530485890694415
S180_G02_D02_B03_T03,235,0.04,9,226,0.797584744400889,0.7823499555293,0.804164868060653
S183_G02_D01_B01_T01,201,0.04,8,193,0.675332822602552,0.698231447304815,0.6795815126743
S183_G02_D01_B01_T02,208,0.04,8,200,0.627968008353345,0.628916141133677,0.628419958709199
S183_G02_D01_B01_T03,212,0.04,8,204,0.624992151382372,0.617318630114494,0.62777903056031
S183_G02_D01_B02_T01,213,0.04,8,205,0.564144407815434,0.563546532250518,0.59138476431685
S183_G02_D01_B02_T02,214,0.04,8,206,0.733170698400746,0.733903798767276,0.737073983967373
S183_G02_D01_B02_T03,218,0.04,8,210,0.764204803615999,0.776643608320172,0.766984995329739
S183_G02_D01_B03_T01,219,0.04,8,211,0.598061426332278,0.6068502056411,0.606908836438236
S183_G02_D01_B03_T02,219,0.04,8,211,0.438175695191301,0.420337287362048,0.447036199064028
S183_G02_D01_B03_T03,219,0.04,8,211,0.673890440209667,0.668632896669799,0.687620401852411
S183_G02_D02_B01_T01,217,0.04,8,209,0.490338209186064,0.545487633754022,0.500227228787008
S183_G02_D02_B01_T02,218,0.04,8,210,0.483103072341628,0.470482767814289,0.455684854387943
S183_G02_D02_B01_T03,223,0.04,8,215,0.502112953807333,0.513696211558484,0.508223331671416
S183_G02_D02_B02_T01,222,0.04,8,214,0.504122833761501,0.478541900629682,0.49270433486598
S183_G02_D02_B02_T02,224,0.04,8,216,0.589093869588425,0.58982264331898,0.580334290192774
S183_G02_D02_B02_T03,224,0.04,8,216,0.598212724284467,0.587069501677593,0.595358247344716
S183_G02_D02_B03_T01,223,0.04,8,215,0.419579452672582,0.421304173390664,0.412098935153427
S183_G02_D02_B03_T02,227,0.04,9,218,0.699721965962762,0.683108447367426,0.675982884554176
S183_G02_D02_B03_T03,227,0.04,9,218,0.63667203811153,0.65733177322739,0.640268870979798
S184_G02_D01_B01_T01,231,0.04,9,222,0.791276356252168,0.784480923199543,0.789700147894863
S184_G02_D01_B01_T02,230,0.04,9,221,0.668487387394055,0.664202277364398,0.675498110785613
S184_G02_D01_B01_T03,231,0.04,9,222,0.714608016356461,0.678462607432588,0.735918925987481
S184_G02_D01_B02_T01,234,0.04,9,225,0.678923075823973,0.680403518671546,0.66986119888058
S184_G02_D01_B02_T02,235,0.04,9,226,0.786253499021058,0.786440142010749,0.746564650984076
S184_G02_D01_B02_T03,234,0.04,9,225,0.761865651792721,0.762992865476751,0.738707454956796
S184_G02_D01_B03_T01,234,0.04,9,225,0.80282277346479,0.79551150409273,0.791579083210397
S184_G02_D01_B03_T02,235,0.04,9,226,0.819428012431066,0.831522397392916,0.828911154075443
S184_G02_D01_B03_T03,238,0.04,9,229,0.709120349226632,0.724031868681341,0.715732594092128
S184_G02_D02_B01_T01,240,0.04,9,231,0.751454198101027,0.756158406725301,0.748378415357674
S184_G02_D02_B01_T02,242,0.04,9,233,0.644515917766388,0.647994903480629,0.640744126149215
S184_G02_D02_B01_T03,241,0.04,9,232,0.582035492786239,0.588734301043427,0.600762035363132
S184_G02_D02_B02_T01,242,0.04,9,233,0.691710055288589,0.695009690555753,0.688619123742561
S184_G02_D02_B02_T02,241,0.04,9,232,0.592305458510579,0.62220439014696,0.593544471817598
S184_G02_D02_B02_T03,238,0.04,9,229,0.620019194531272,0.617696608007603,0.623018978589232
S184_G02_D02_B03_T01,248,0.04,9,239,0.655569498610282,0.637215233084015,0.652422504364906
S184_G02_D02_B03_T02,245,0.04,9,236,0.695005943438044,0.715851017046581,0.713121207637825
S184_G02_D02_B03_T03,245,0.04,9,236,0.760829642758546,0.766462973454467,0.767879256147779
S185_G02_D01_B01_T01,246,0.04,9,237,0.757310618234156,0.76244961473667,0.753109998900546
S185_G02_D01_B01_T02,248,0.04,9,239,0.883379398838039,0.880695550293378,0.866787057057756
S185_G02_D01_B01_T03,250,0.04,10,240,0.91365122143333,0.922680058399849,0.908485286393655
S185_G02_D01_B02_T01,249,0.04,9,240,0.822146589781294,0.824334681594125,0.819851255487512
S185_G02_D01_B02_T02,249,0.04,9,240,0.82084214574829,0.829979241560194,0.821748111719962
S185_G02_D01_B02_T03,249,0.04,9,240,0.873916683934551,0.913162634090672,0.870006232696591
S185_G02_D01_B03_T01,251,0.04,10,241,0.772778731290976,0.761639468183405,0.766448027738787
S185_G02_D01_B03_T02,249,0.04,9,240,0.727266041620882,0.72764575713933,0.731272393604994
S185_G02_D01_B03_T03,248,0.04,9,239,0.837387345320906,0.843862946099474,0.841242740929353
S185_G02_D02_B01_T01,245,0.04,9,236,0.855081710562186,0.863521912189687,0.85924319870327
S185_G02_D02_B01_T02,244,0.04,9,235,0.799648376417019,0.790239135202243,0.782392965822847
S185_G02_D02_B01_T03,244,0.04,9,235,0.710828976346021,0.705289627990955,0.712755477702949
S185_G02_D02_B02_T01,244,0.04,9,235,0.687129158113272,0.698723597267385,0.694268158593465
S185_G02_D02_B02_T02,244,0.04,9,235,0.798531179522659,0.807970882392461,0.803891218791615
S185_G02_D02_B02_T03,243,0.04,9,234,0.665090025456706,0.668389631445882,0.666759471657462
S185_G02_D02_B03_T01,244,0.04,9,235,0.691147495483186,0.690274802782829,0.712230819414585
S185_G02_D02_B03_T02,244,0.04,9,235,0.726529881936991,0.714026567601624,0.728205928232713
S185_G02_D02_B03_T03,244,0.04,9,235,0.68196598914635,0.678835444947551,0.689168232403852
S186_G02_D01_B01_T01,183,0.04,7,176,0.904158433389066,0.90881822033489,0.905915351993325
S186_G02_D01_B01_T02,187,0.04,7,180,0.976502859232484,0.974263483073808,0.973713640603902
S186_G02_D01_B01_T03,188,0.04,7,181,0.982600654532761,0.965399571800977,0.98111778347112
S186_G02_D01_B02_T01,191,0.04,7,184,0.988030680740281,0.98880422144365,0.987650098035717
S186_G02_D01_B02_T02,191,0.04,7,184,0.980520834113025,0.979448012424119,0.977689651298048
S186_G02_D01_B02_T03,191,0.04,7,184,0.984320282275155,0.98476608378884,0.982797072187808
S186_G02_D01_B03_T01,193,0.04,7,186,0.975388335000154,0.973908480500717,0.974612972090592
S186_G02_D01_B03_T02,195,0.04,7,188,0.992826136304835,0.991204690203261,0.9913908205958
S186_G02_D01_B03_T03,197,0.04,7,190,0.992864471414932,0.992254972024127,0.99042464002727
S186_G02_D02_B01_T01,191,0.04,7,184,0.984375206850819,0.983163584263216,0.98041910286473
S186_G02_D02_B01_T02,195,0.04,7,188,0.973446026782921,0.973442652378643,0.973273144447499
S186_G02_D02_B01_T03,184,0.04,7,177,0.992515194315012,0.991465781539181,0.992000102028251
S186_G02_D02_B02_T01,192,0.04,7,185,0.988723422562446,0.990645251059574,0.98962964460033
S186_G02_D02_B02_T02,189,0.04,7,182,0.978199133829399,0.981432453059994,0.975644030821178
S186_G02_D02_B02_T03,193,0.04,7,186,0.981653689154101,0.980285169082959,0.982779411519672
S186_G02_D02_B03_T01,193,0.04,7,186,0.974132772659075,0.977909519227137,0.975963114415261
S186_G02_D02_B03_T02,191,0.04,7,184,0.984294531123056,0.984196402461451,0.982481907661522
S186_G02_D02_B03_T03,192,0.04,7,185,0.993333861227458,0.989780950452928,0.991311691024631
S001_G01_D01_B01_T01,210,0.06,12,198,0.81635253919787,0.809681011519098,0.829364054339346
S001_G01_D01_B01_T02,211,0.06,12,199,0.942174125285981,0.939774033422371,0.938209058053055
S001_G01_D01_B01_T03,210,0.06,12,198,0.88556387644593,0.889847774924569,0.906179285152982
S001_G01_D01_B02_T01,211,0.06,12,199,0.710488201480814,0.731578530751708,0.730292973809217
S001_G01_D01_B02_T02,210,0.06,12,198,0.81399888268765,0.810263946480364,0.823647047154277
S001_G01_D01_B02_T03,212,0.06,12,200,0.959239316328652,0.952233870410578,0.936410004706504
S001_G01_D01_B03_T01,213,0.06,12,201,0.944994697386394,0.946433896843748,0.962505327918106
S001_G01_D01_B03_T02,211,0.06,12,199,0.817482066307666,0.833545504026623,0.82592408317041
S001_G01_D01_B03_T03,212,0.06,12,200,0.930941848799532,0.91121844232289,0.929234174376572
S001_G01_D02_B01_T01,208,0.06,12,196,0.558322637019048,0.598213273130556,0.548613855034685
S001_G01_D02_B01_T02,209,0.06,12,197,0.718667730958823,0.705992895017371,0.718995371625754
S001_G01_D02_B01_T03,210,0.06,12,198,0.671516089274097,0.659578784434664,0.686339093471262
S001_G01_D02_B02_T01,212,0.06,12,200,0.783617760716582,0.782569490247005,0.791641116760337
S001_G01_D02_B02_T02,212,0.06,12,200,0.797826440231713,0.788808908751056,0.792170181153501
S001_G01_D02_B02_T03,213,0.06,12,201,0.808112221181497,0.827256498835288,0.806740101312045
S001_G01_D02_B03_T01,212,0.06,12,200,0.795625653390424,0.791777261262552,0.807592491819144
S001_G01_D02_B03_T02,212,0.06,12,200,0.823617341150173,0.803217241835983,0.829706641651417
S001_G01_D02_B03_T03,212,0.06,12,200,0.807816862516866,0.725168056300998,0.810825640029112
S002_G01_D01_B01_T01,198,0.06,11,187,0.925279278223663,0.924186919751751,0.933549720965838
S002_G01_D01_B01_T02,196,0.06,11,185,0.937357897221444,0.929433873954633,0.929113815357083
S002_G01_D01_B01_T03,193,0.06,11,182,0.955351012726641,0.942174125285981,0.947007856010467
S002_G01_D01_B02_T01,194,0.06,11,183,0.927557812064474,0.923142626905947,0.924963308320347
S002_G01_D01_B02_T02,197,0.06,11,186,0.927006429479463,0.94063176274731,0.920610498753014
S002_G01_D01_B02_T03,197,0.06,11,186,0.894905414405191,0.887508384230089,0.89829250488085
S002_G01_D01_B03_T01,195,0.06,11,184,0.83025865533972,0.821613157855918,0.840473318198205
S002_G01_D01_B03_T02,194,0.06,11,183,0.820521205557996,0.824558413288145,0.821149953134498
S002_G01_D01_B03_T03,194,0.06,11,183,0.80137258360849,0.809484267623615,0.823062872293464
S002_G01_D02_B01_T01,198,0.06,11,187,0.958351555688634,0.963135835426986,0.953089379720473
S002_G01_D02_B01_T02,198,0.06,11,187,0.856839894161411,0.876421264754069,0.865196911913526
S002_G01_D02_B01_T03,198,0.06,11,187,0.920013342590084,0.906926633675514,0.920251249477501
S002_G01_D02_B02_T01,196,0.06,11,185,0.841585738133253,0.866553826283248,0.830396265600246
S002_G01_D02_B02_T02,197,0.06,11,186,0.683770575103136,0.67189708326468,0.669185435502963
S002_G01_D02_B02_T03,197,0.06,11,186,0.855354841657313,0.885333365271178,0.841307955091175
S002_G01_D02_B03_T01,197,0.06,11,186,0.852709692106312,0.84048432625689,0.869927921979621
S002_G01_D02_B03_T02,197,0.06,11,186,0.947767090001858,0.945257047675789,0.948035379540208
S002_G01_D02_B03_T03,197,0.06,11,186,0.78784189259805,0.752845695351107,0.775045555795585
S003_G01_D01_B01_T01,223,0.06,13,210,0.941773788769519,0.938092613454063,0.937960861579479
S003_G01_D01_B01_T02,229,0.06,13,216,0.846323801870759,0.856424476228118,0.846704960375749
S003_G01_D01_B01_T03,229,0.06,13,216,0.951410165360579,0.956694370923279,0.956990550765759
S003_G01_D01_B02_T01,231,0.06,13,218,0.785851257111739,0.79846245479068,0.80116285887562
S003_G01_D01_B02_T02,230,0.06,13,217,0.775559150257669,0.802374737529433,0.774119156576804
S003_G01_D01_B02_T03,234,0.06,14,220,0.648817732979374,0.644752406297952,0.658778262438977
S003_G01_D01_B03_T01,230,0.06,13,217,0.732004362354059,0.739986545646551,0.726683156385723
S003_G01_D01_B03_T02,232,0.06,13,219,0.778245483713453,0.763390227256706,0.789515568306218
S003_G01_D01_B03_T03,230,0.06,13,217,0.656885606435952,0.656214406706592,0.635390457863352
S003_G01_D02_B01_T01,227,0.06,13,214,0.88343088162358,0.887125623336179,0.894812134736043
S003_G01_D02_B01_T02,224,0.06,13,211,0.894413640409162,0.902351477309457,0.897307799246449
S003_G01_D02_B01_T03,225,0.06,13,212,0.8758641227706,0.89083127319052,0.873224715887778
S003_G01_D02_B02_T01,228,0.06,13,215,0.930450559052127,0.936532683193248,0.940337626322487
S003_G01_D02_B02_T02,230,0.06,13,217,0.782392605657124,0.77170190548869,0.784920978791938
S003_G01_D02_B02_T03,233,0.06,13,220,0.599798189597948,0.593502375647893,0.602677404113745
S003_G01_D02_B03_T01,233,0.06,13,220,0.937514470788198,0.940242139186004,0.945259459159579
S003_G01_D02_B03_T02,234,0.06,14,220,0.845766510244242,0.841560949901641,0.840207686450526
S003_G01_D02_B03_T03,229,0.06,13,216,0.863082794887091,0.752033247919784,0.868580369595047
S004_G01_D01_B01_T01,209,0.06,12,197,0.449901105938387,0.508258489422741,0.428143554561905
S004_G01_D01_B01_T02,212,0.06,12,200,0.740883898777779,0.740370950290347,0.745065359153846
S004_G01_D01_B01_T03,211,0.06,12,199,0.558941807440428,0.571397881045377,0.557314201343166
S004_G01_D01_B02_T01,211,0.06,12,199,0.712240572237634,0.70640556314346,0.737207997217968
S004_G01_D01_B02_T02,214,0.06,12,202,0.511606588124862,0.510698271084296,0.530944963036985
S004_G01_D01_B02_T03,212,0.06,12,200,0.662704875590936,0.667423121383808,0.667518851574062
S004_G01_D01_B03_T01,215,0.06,12,203,0.725650162519561,0.739894108997559,0.729855296704783
S004_G01_D01_B03_T02,215,0.06,12,203,0.783487463911518,0.807019862244855,0.788091049203734
S004_G01_D01_B03_T03,213,0.06,12,201,0.623677475389724,0.598685600965922,0.597183854432016
S004_G01_D02_B01_T01,205,0.06,12,193,0.493483085656989,0.494559002447463,0.511386725772532
S004_G01_D02_B01_T02,206,0.06,12,194,0.627432577159658,0.611528917785295,0.630499170332681
S004_G01_D02_B01_T03,205,0.06,12,193,0.60969509241329,0.602520620489047,0.588204459621761
S004_G01_D02_B02_T01,206,0.06,12,194,0.577866835720713,0.583839159042425,0.575015745732948
S004_G01_D02_B02_T02,207,0.06,12,195,0.725837304629234,0.632414477738938,0.744660549146738
S004_G01_D02_B02_T03,211,0.06,12,199,0.690856167421542,0.666764909462784,0.682816743339241
S004_G01_D02_B03_T01,209,0.06,12,197,0.721892012585785,0.73037711642252,0.745147128855947
S004_G01_D02_B03_T02,208,0.06,12,196,0.628275137233804,0.643042666615027,0.623837036240694
S004_G01_D02_B03_T03,209,0.06,12,197,0.75371416969757,0.772052000978079,0.772914870216432
S005_G01_D01_B01_T01,238,0.06,14,224,0.938659582617376,0.930369649100462,0.945698735399822
S005_G01_D01_B01_T02,243,0.06,14,229,0.761104435263299,0.763390227256706,0.767527207863077
S005_G01_D01_B01_T03,242,0.06,14,228,0.797359624558463,0.790523832496744,0.810497445404062
S005_G01_D01_B02_T01,247,0.06,14,233,0.76138071629813,0.769898522253054,0.750635861146856
S005_G01_D01_B02_T02,247,0.06,14,233,0.778022435637212,0.76206045125803,0.784041592121163
S005_G01_D01_B02_T03,247,0.06,14,233,0.878541990240609,0.884510148652373,0.89268718020682
S005_G01_D01_B03_T01,246,0.06,14,232,0.783721327183509,0.787758400606698,0.781694719738974
S005_G01_D01_B03_T02,247,0.06,14,233,0.909261926381161,0.934645064863046,0.929103786019705
S005_G01_D01_B03_T03,244,0.06,14,230,0.968418413040618,0.973000194597058,0.973838385280071
S005_G01_D02_B01_T01,235,0.06,14,221,0.903006571357145,0.906422312899886,0.908498242600354
S005_G01_D02_B01_T02,238,0.06,14,224,0.804908367224884,0.772714120813379,0.802670346683516
S005_G01_D02_B01_T03,237,0.06,14,223,0.855394358110981,0.862724602407519,0.848297471924962
S005_G01_D02_B02_T01,240,0.06,14,226,0.9709625567868,0.977445257245046,0.975459592045713
S005_G01_D02_B02_T02,235,0.06,14,221,0.895068978904811,0.818720942984075,0.882246469904898
S005_G01_D02_B02_T03,239,0.06,14,225,0.981834427749584,0.984619238414447,0.98406727073441
S005_G01_D02_B03_T01,238,0.06,14,224,0.932995714980174,0.933945136456699,0.929059786316063
S005_G01_D02_B03_T02,240,0.06,14,226,0.934716614223753,0.815824289476335,0.945988424358879
S005_G01_D02_B03_T03,240,0.06,14,226,0.904686328986368,0.912122794752124,0.921171574210908
S006_G01_D01_B01_T01,214,0.06,12,202,0.595978779424893,0.59430769969831,0.608118232504575
S006_G01_D01_B01_T02,215,0.06,12,203,0.706118743891938,0.74539509528819,0.722385005568513
S006_G01_D01_B01_T03,212,0.06,12,200,0.803452932426197,0.803555010363045,0.810348922354494
S006_G01_D01_B02_T01,213,0.06,12,201,0.696932825408813,0.73037711642252,0.692727781845935
S006_G01_D01_B02_T02,215,0.06,12,203,0.806649899549456,0.814440299938843,0.802089114028112
S006_G01_D01_B02_T03,213,0.06,12,201,0.675777860100174,0.609026783769044,0.737742884212865
S006_G01_D01_B03_T01,214,0.06,12,202,0.871542381330898,0.884758147615714,0.87325376987574
S006_G01_D01_B03_T02,216,0.06,12,204,0.802460241801534,0.801578208958337,0.807386739598016
S006_G01_D01_B03_T03,216,0.06,12,204,0.774701361447295,0.772787716380123,0.745864224387206
S006_G01_D02_B01_T01,216,0.06,12,204,0.679295966318153,0.684790633210717,0.714543023406102
S006_G01_D02_B01_T02,217,0.06,13,204,0.552556900573482,0.598003101327459,0.54378398203364
S006_G01_D02_B01_T03,217,0.06,13,204,0.707641208552421,0.699522692077349,0.710156787671295
S006_G01_D02_B02_T01,215,0.06,12,203,0.774232785841667,0.7573999569932,0.776778459943625
S006_G01_D02_B02_T02,214,0.06,12,202,0.72165433806335,0.72918200243747,0.693527402265488
S006_G01_D02_B02_T03,215,0.06,12,203,0.798828150335539,0.791125218167086,0.797529914630139
S006_G01_D02_B03_T01,215,0.06,12,203,0.80239785645101,0.806210857068385,0.820724806544115
S006_G01_D02_B03_T02,214,0.06,12,202,0.81675838276442,0.819800117996335,0.821894159153005
S006_G01_D02_B03_T03,216,0.06,12,204,0.898395399348247,0.895840854945444,0.902316635109779
S007_G01_D01_B01_T01,208,0.06,12,196,0.913784216925301,0.90353641974976,0.918694795861556
S007_G01_D01_B01_T02,206,0.06,12,194,0.968727687114596,0.970221615961028,0.97196422738858
S007_G01_D01_B01_T03,205,0.06,12,193,0.937620359046031,0.930778616581837,0.946021524750648
S007_G01_D01_B02_T01,205,0.06,12,193,0.877437753735518,0.856318702293857,0.892286431474878
S007_G01_D01_B02_T02,206,0.06,12,194,0.971961406942421,0.975607276722423,0.973354505651961
S007_G01_D01_B02_T03,206,0.06,12,194,0.952930279881628,0.943970357721644,0.953661663535667
S007_G01_D01_B03_T01,205,0.06,12,193,0.848619716147538,0.890366851341321,0.899465137553835
S007_G01_D01_B03_T02,207,0.06,12,195,0.903947254980865,0.91072842035883,0.895632140070789
S007_G01_D01_B03_T03,206,0.06,12,194,0.86269177481224,0.888490796886842,0.862581631022116
S007_G01_D02_B01_T01,210,0.06,12,198,0.969768179863475,0.961294515819563,0.966934629249326
S007_G01_D02_B01_T02,209,0.06,12,197,0.921658325405473,0.909411087969701,0.915374298401526
S007_G01_D02_B01_T03,209,0.06,12,197,0.86270084401751,0.871533434349609,0.869195889562551
S007_G01_D02_B02_T01,209,0.06,12,197,0.747644071838487,0.74372583358523,0.754143707986124
S007_G01_D02_B02_T02,206,0.06,12,194,0.594165019233865,0.570799701547064,0.597021425267701
